exit_standard,total_return,annualized_return,sharpe,max_drawdown,win_rate,avg_holding_days,open_trade_ratio,return_from_long_holds,long_hold_contribution
Breadth Breakdown,0.1259675525402366,0.7255912572549198,3.4311195608088285,-0.04148410335913551,0.4082657057090209,2.0175998082249245,0.03259955782506349,0.008710895720824511,0.014557638867479912
No Signal Exit,0.12948129090086422,0.7635055549269096,3.4303309949938,-0.04182234950456968,0.39079848361878616,2.2762138941301213,0.03631579270179107,0.023602634473589002,0.038784651338004676
Lifecycle Exit,0.12164675924389715,0.6940294475605033,3.334360122839519,-0.04231599422262815,0.4003976111364748,1.8662010319996205,0.030323666398956804,0.0,0.0
Rotation-out Exit,0.11936995218580577,0.6782623527661628,3.296735182945034,-0.04170144159845455,0.39489607041656094,2.0766679324163966,0.03283787734698141,0.017073346867246136,0.02983086937831892
Composite Structural Exit,0.11788981614288489,0.6705412144049452,3.290898729003203,-0.042100334352745426,0.3893457985778502,1.7918216060287324,0.026007595988973335,0.00810163506662079,0.013991444602805414
Relative Strength Exit,0.11784505014665204,0.6887333668421348,3.2511822618673754,-0.03908923535379283,0.40127269324980275,1.6147127442727196,0.02431783183364913,0.0011291066370359667,0.0016477304864953148
Coherence Breakdown,0.10184754803445167,0.5618305782702067,2.884831787594799,-0.042425574391651795,0.38681997135049606,1.8664843189402909,0.026637780554551845,0.014194070439787024,0.022735079374859173
