exit_standard,avg_saved_drawdown,avg_return_after_exit_1d,avg_return_after_exit_3d,false_exit_rate,avg_exit_delay_from_peak,avg_return
Breadth Breakdown,0.006590177079783465,,,0.04014466546112116,2.325497287522604,0.009205246757212697
Coherence Breakdown,0.006932065010917908,,,0.03923647932131495,2.2845528455284554,0.007676765820581542
Composite Structural Exit,0.006068628992640858,,,0.03643724696356275,2.1538461538461537,0.007880515757858227
Lifecycle Exit,0.006391362992167032,,,0.03778866340097971,2.242477256822953,0.008713640123097537
No Signal Exit,0.00804869434419469,,,0.04549082202713488,2.609736632083001,0.010330335676697944
Relative Strength Exit,0.005064304424646047,,,0.0335716506061548,1.969225986944358,0.008117821844722341
Rotation-out Exit,0.0071304178513152865,,,0.04193426520589347,2.451832262939176,0.009712766578534081
