split_id,test_start,test_end,selected_rule_id,selected_horizon_minutes,signal_count,avg_net_return,median_net_return,hit_rate
wf_0001,2026-01,2026-01,regular_theme_0.6,10,97,0.0052278979000789615,-0.0005505829843138963,0.4742268041237113
wf_0002,2026-02,2026-02,regular_theme_0.6,15,51,0.0019315624771565384,0.0012364727467854887,0.5490196078431373
wf_0003,2026-03,2026-03,regular_theme_0.6,15,50,0.005264331185010576,-0.0011055639965322438,0.46
wf_0004,2026-04,2026-04,regular_theme_0.6,15,83,-0.005431316658140805,-0.0019418886079659802,0.3855421686746988
wf_0005,2026-05,2026-05,regular_theme_0.7,1,28,0.0032532256598585643,0.0018368272276320986,0.5714285714285714
