exit_standard,total_return,annualized_return,sharpe,max_drawdown,win_rate,avg_holding_days,open_trade_ratio,return_from_long_holds,long_hold_contribution
Breadth Breakdown,0.09392106541571228,0.542812794368286,3.1310232525754733,-0.03678307665512654,0.31934200258088186,1.4074379274574356,0.024787869324296257,0.019179423767796085,0.030919775539549933
Rotation-out Exit,0.0894113892337496,0.5086558432072422,3.012525372916675,-0.03699658568935359,0.3192799567568266,1.486323497011742,0.026007042025777454,0.020207429460551932,0.0322007450528933
Lifecycle Exit,0.0890253412926997,0.5078302642750325,2.976513481686969,-0.04006829557498695,0.31408746822189987,1.3513246140457247,0.02340764087746767,0.006179783656188239,0.00974810861084848
No Signal Exit,0.0865598054507277,0.4938492480742551,2.868609534593422,-0.03730654534945422,0.30513246229065716,1.6079896754664582,0.028530649149974673,0.027043793609021028,0.04242032520314713
Relative Strength Exit,0.07685837202013482,0.42259352380668064,2.6512313348121173,-0.03734871398884276,0.3100442678849595,1.2010664042867987,0.021139212196121478,0.006179783656188239,0.010513377200752525
Composite Structural Exit,0.07498312213559576,0.4080325771727637,2.5958108433768463,-0.03922121310068564,0.30691720487524904,1.288441025689658,0.022427655488368052,0.017019235678233477,0.031890100776946394
Coherence Breakdown,0.06112208034063953,0.3189599199770857,2.1711466001377824,-0.03783815204147254,0.29039302295327796,1.3784293305868482,0.024181903160012213,0.0018624832368338154,0.004074130819858874
