strategy_id,entry_standard,exit_standard,holding_policy,total_return,annualized_return,annualized_volatility,sharpe,max_drawdown,win_rate,trade_count,avg_holding_days,open_trade_ratio,return_from_long_holds,long_hold_contribution
E1_X1_H1,Birth Entry,No Signal Exit,Fixed 1D,-0.05148359137661307,-0.19908143109020915,0.21102527515644923,-0.9455459707161749,-0.12312902641566925,0.5294117647058824,34,1.9705882352941178,0.029411764705882353,0.0,-0.0
E1_X1_H10,Birth Entry,No Signal Exit,Stage Hold,0.08263520031919236,0.39580581233191725,0.2544443703753059,1.4384773633434422,-0.08807349853942248,0.4827586206896552,29,4.448275862068965,0.10344827586206896,0.0,0.0
E1_X1_H2,Birth Entry,No Signal Exit,Fixed 3D,-0.07205584156416911,-0.26954790831011854,0.20780596846818986,-1.406061949303438,-0.12151708882045986,0.5294117647058824,34,2.088235294117647,0.029411764705882353,0.0,-0.0
E1_X1_H3,Birth Entry,No Signal Exit,Fixed 5D,-0.0717428366376599,-0.26851251646474683,0.20773544482546058,-1.3997999491400808,-0.12151708882045986,0.5294117647058824,34,2.088235294117647,0.058823529411764705,0.0,-0.0
E1_X1_H4,Birth Entry,No Signal Exit,Fixed 10D,-0.0717428366376599,-0.26851251646474683,0.20773544482546058,-1.3997999491400808,-0.12151708882045986,0.5294117647058824,34,2.088235294117647,0.058823529411764705,0.0,-0.0
E1_X1_H5,Birth Entry,No Signal Exit,Event-driven Hold,0.04014725229535343,0.17977250306712378,0.25566810150716124,0.7746682535457345,-0.09103225765591216,0.41935483870967744,31,4.032258064516129,0.06451612903225806,0.0,0.0
E1_X1_H6,Birth Entry,No Signal Exit,Min-hold + Signal Exit,0.04014725229535343,0.17977250306712378,0.25566810150716124,0.7746682535457345,-0.09103225765591216,0.41935483870967744,31,4.032258064516129,0.06451612903225806,0.0,0.0
E1_X1_H7,Birth Entry,No Signal Exit,Pure Signal Hold,0.07921630971448068,0.3773861129920759,0.24782141620872516,1.4166259952983427,-0.07506976089146611,0.5,28,4.928571428571429,0.10714285714285714,0.0,0.0
E1_X1_H8,Birth Entry,No Signal Exit,Loose Signal Hold,0.07921630971448068,0.3773861129920759,0.24782141620872516,1.4166259952983427,-0.07506976089146611,0.5,28,4.928571428571429,0.10714285714285714,0.0,0.0
E1_X1_H9,Birth Entry,No Signal Exit,Trailing Structure Hold,0.07921630971448068,0.3773861129920759,0.24782141620872516,1.4166259952983427,-0.07506976089146611,0.5,28,4.928571428571429,0.10714285714285714,0.0,0.0
E1_X2_H1,Birth Entry,Lifecycle Exit,Fixed 1D,-0.05148359137661307,-0.19908143109020915,0.21102527515644923,-0.9455459707161749,-0.12312902641566925,0.5294117647058824,34,1.9705882352941178,0.029411764705882353,0.0,-0.0
E1_X2_H10,Birth Entry,Lifecycle Exit,Stage Hold,0.08263520031919236,0.39580581233191725,0.2544443703753059,1.4384773633434422,-0.08807349853942248,0.4827586206896552,29,4.448275862068965,0.10344827586206896,0.0,0.0
E1_X2_H2,Birth Entry,Lifecycle Exit,Fixed 3D,-0.06033890797677566,-0.23002038487059595,0.20696417144279886,-1.1582547653977897,-0.12312902641566925,0.5588235294117647,34,2.0294117647058822,0.029411764705882353,0.0,-0.0
E1_X2_H3,Birth Entry,Lifecycle Exit,Fixed 5D,-0.06033890797677566,-0.23002038487059595,0.20696417144279886,-1.1582547653977897,-0.12312902641566925,0.5588235294117647,34,2.0294117647058822,0.029411764705882353,0.0,-0.0
E1_X2_H4,Birth Entry,Lifecycle Exit,Fixed 10D,-0.06033890797677566,-0.23002038487059595,0.20696417144279886,-1.1582547653977897,-0.12312902641566925,0.5588235294117647,34,2.0294117647058822,0.029411764705882353,0.0,-0.0
E1_X2_H5,Birth Entry,Lifecycle Exit,Event-driven Hold,0.04588640831546931,0.2073549880900487,0.25198563318395306,0.8739989214778044,-0.09408975790347152,0.5,32,3.8125,0.0625,0.0,0.0
E1_X2_H6,Birth Entry,Lifecycle Exit,Min-hold + Signal Exit,0.04965783734129081,0.22574621768279446,0.2518023369215535,0.9345414934894192,-0.09103225765591216,0.46875,32,3.90625,0.0625,0.0,0.0
E1_X2_H7,Birth Entry,Lifecycle Exit,Pure Signal Hold,0.07857039885242467,0.37392709212868147,0.24934834488923746,1.3993134519898678,-0.08807349853942248,0.5517241379310345,29,4.620689655172414,0.10344827586206896,0.0,0.0
E1_X2_H8,Birth Entry,Lifecycle Exit,Loose Signal Hold,0.07921630971448068,0.3773861129920759,0.24782141620872516,1.4166259952983427,-0.07506976089146611,0.5,28,4.928571428571429,0.10714285714285714,0.0,0.0
E1_X2_H9,Birth Entry,Lifecycle Exit,Trailing Structure Hold,0.07857039885242467,0.37392709212868147,0.24934834488923746,1.3993134519898678,-0.08807349853942248,0.5517241379310345,29,4.620689655172414,0.10344827586206896,0.0,0.0
E1_X3_H1,Birth Entry,Coherence Breakdown,Fixed 1D,-0.05148359137661307,-0.19908143109020915,0.21102527515644923,-0.9455459707161749,-0.12312902641566925,0.5294117647058824,34,1.9705882352941178,0.029411764705882353,0.0,-0.0
E1_X3_H10,Birth Entry,Coherence Breakdown,Stage Hold,0.08263520031919236,0.39580581233191725,0.2544443703753059,1.4384773633434422,-0.08807349853942248,0.4827586206896552,29,4.448275862068965,0.10344827586206896,0.0,0.0
E1_X3_H2,Birth Entry,Coherence Breakdown,Fixed 3D,-0.05861154433193261,-0.22405802395167174,0.20656054520973471,-1.1236192728494074,-0.12151708882045986,0.5588235294117647,34,2.0588235294117645,0.029411764705882353,0.0,-0.0
E1_X3_H3,Birth Entry,Coherence Breakdown,Fixed 5D,-0.05861154433193261,-0.22405802395167174,0.20656054520973471,-1.1236192728494074,-0.12151708882045986,0.5588235294117647,34,2.0588235294117645,0.029411764705882353,0.0,-0.0
E1_X3_H4,Birth Entry,Coherence Breakdown,Fixed 10D,-0.05861154433193261,-0.22405802395167174,0.20656054520973471,-1.1236192728494074,-0.12151708882045986,0.5588235294117647,34,2.0588235294117645,0.029411764705882353,0.0,-0.0
E1_X3_H5,Birth Entry,Coherence Breakdown,Event-driven Hold,0.04965783734129081,0.22574621768279446,0.2518023369215535,0.9345414934894192,-0.09103225765591216,0.46875,32,3.90625,0.0625,0.0,0.0
E1_X3_H6,Birth Entry,Coherence Breakdown,Min-hold + Signal Exit,0.04965783734129081,0.22574621768279446,0.2518023369215535,0.9345414934894192,-0.09103225765591216,0.46875,32,3.90625,0.0625,0.0,0.0
E1_X3_H7,Birth Entry,Coherence Breakdown,Pure Signal Hold,0.0890805054071031,0.4310405289502337,0.24379325433035853,1.5928743877203377,-0.07506976089146611,0.5517241379310345,29,4.758620689655173,0.10344827586206896,0.0,0.0
E1_X3_H8,Birth Entry,Coherence Breakdown,Loose Signal Hold,0.07921630971448068,0.3773861129920759,0.24782141620872516,1.4166259952983427,-0.07506976089146611,0.5,28,4.928571428571429,0.10714285714285714,0.0,0.0
E1_X3_H9,Birth Entry,Coherence Breakdown,Trailing Structure Hold,0.0890805054071031,0.4310405289502337,0.24379325433035853,1.5928743877203377,-0.07506976089146611,0.5517241379310345,29,4.758620689655173,0.10344827586206896,0.0,0.0
