entry_standard,avg_time_from_birth_to_entry,median_time_from_birth_to_entry,avg_missed_return,false_confirmation_rate,avg_return_after_entry,avg_holding_days
15m Confirmation,2.0,2.0,0.002088429142199633,0.3857793447921258,0.004507580880829466,1.0736007051564567
Birth Entry,0.0,0.0,-0.001241523002995051,0.44675925925925924,0.0020213176295658703,1.0191798941798942
Cross-resolution Confirmation,3.0,3.0,0.0011168827726385877,0.39899604502585945,0.004770689142843857,1.0895953757225434
Expansion Entry,3.0,3.0,0.0028615081540251347,0.3673469387755102,0.004894126590794844,1.0578231292517006
Rotation-in Entry,2.0,2.0,0.0020637219962942994,0.4155266757865937,0.003347478309555823,1.088406292749658
