holding_policy,total_return,annualized_return,sharpe,max_drawdown,win_rate,avg_holding_days,open_trade_ratio,return_from_long_holds,long_hold_contribution
Event-driven Hold,0.10302832443960709,0.5427124364462643,2.442412546799018,-0.055801154896114646,0.49865940270752773,0.8976191733123904,0.012189259096879904,0.0,0.0
Fixed 10D,0.10302832443960709,0.5427124364462643,2.442412546799018,-0.055801154896114646,0.49865940270752773,0.8976191733123904,0.012189259096879904,0.0,0.0
Fixed 5D,0.10302832443960709,0.5427124364462643,2.442412546799018,-0.055801154896114646,0.49865940270752773,0.8976191733123904,0.012189259096879904,0.0,0.0
Fixed 3D,0.1022226248737143,0.53756063954803,2.4283161614642395,-0.055801154896114646,0.49911347675849055,0.8963656056518946,0.012169982304965441,0.0,0.0
Min-hold + Signal Exit,0.0998831488443473,0.5212611131387626,2.377233016019794,-0.05490675511351763,0.49949784463736285,0.9250170555622916,0.012504190739536474,0.0,0.0
Fixed 1D,0.09377934668866994,0.4883638974197062,2.263213013410444,-0.06003224886826245,0.49156689430016537,0.8220094351028852,0.011323898230448255,0.0,0.0
