entry_standard,total_return,annualized_return,sharpe,max_drawdown,win_rate,avg_holding_days,open_trade_ratio,return_from_long_holds,long_hold_contribution
Expansion Entry,0.16742243000673257,0.9163375425168286,3.9149524412876855,-0.05554816920118087,0.6326530612244898,1.0578231292517006,0.02040816326530612,0.0,0.0
Cross-resolution Confirmation,0.15694883644670835,0.8485697502081215,2.677140729094724,-0.05775618261247745,0.6012717066527549,1.0926984291751773,0.019219030829811395,0.0,0.0
15m Confirmation,0.1388291532237494,0.7289399800994538,2.5219087939220683,-0.0670182628487301,0.6142589421002727,1.0759523842215017,0.018550903176232786,0.0,0.0
Rotation-in Entry,0.10010190938463867,0.4944413299386512,1.9163328402636106,-0.07571741540587065,0.584731973100344,1.0905957794259686,0.014387751294239578,0.0,0.0
Birth Entry,0.04166776466372376,0.1870343566822364,0.966331721508188,-0.08210359349797958,0.5532407407407407,1.019179894179894,0.0,0.0,0.0
Emergence Entry,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
