exit_standard,avg_saved_drawdown,avg_return_after_exit_1d,avg_return_after_exit_3d,false_exit_rate,avg_exit_delay_from_peak,avg_return
Breadth Breakdown,0.0002867224282446509,,,0.015508328546812177,1.0689259046524986,0.004174723250099731
Coherence Breakdown,0.00057139692615113,,,0.015620480185131617,1.0827306913508823,0.003935988956655686
Composite Structural Exit,0.00023126597174455332,,,0.015353994882001705,1.0574353141882287,0.004111185753038747
Lifecycle Exit,0.0005088838656384157,,,0.015455065827132226,1.0655409273039496,0.003758567883336565
No Signal Exit,0.0005962216252972086,,,0.015910430170889805,1.1028285209192692,0.004081152836853488
Relative Strength Exit,0.0002614068581673784,,,0.015319148936170212,1.0536170212765958,0.004030687168023039
Rotation-out Exit,0.0004995137184622909,,,0.01568855316676351,1.0839628123184195,0.004070907035858215
