strategy_id,trade_date,gross_return,transaction_cost,net_return,benchmark_return,turnover,n_positions
E4_X7_H3,2026-05-13,-0.002193051065729508,0.002,-0.004193051065729508,0.005560797075141233,6,3
E4_X7_H3,2026-05-14,0.003283525968244013,0.002,0.001283525968244013,0.007779853929373859,6,3
E4_X7_H3,2026-05-15,-0.022070920130361854,0.002,-0.024070920130361856,-0.012030798570200396,6,3
E4_X7_H3,2026-05-18,-0.004072803855934564,0.0013333333333333333,-0.0054061371892678975,-0.0007036038307429715,4,3
E4_X7_H3,2026-05-19,-0.00796516048284012,0.0013333333333333333,-0.009298493816173453,-0.006458540331209295,4,3
E4_X7_H3,2026-05-20,0.02810152320008837,0.002,0.02610152320008837,0.010166426628926084,6,3
E4_X7_H3,2026-05-21,0.009320655321951322,0.002,0.007320655321951322,0.002023608768971341,6,3
E4_X7_H3,2026-05-22,0.00808028845820684,0.002,0.00608028845820684,0.003823664564750917,6,3
E4_X7_H3,2026-05-26,0.02981210295202222,0.002,0.027812102952022223,0.006545076612997969,6,3
E4_X7_H3,2026-05-27,0.0007366180799149953,0.002,-0.0012633819200850048,0.0,6,3
E4_X7_H3,2026-05-28,0.005748343159054675,0.0013333333333333333,0.004415009825721342,0.005556576689411674,4,3
E4_X7_H3,2026-05-29,-0.01200513727355936,0.0016666666666666668,-0.013671803940226027,0.0023322507837659767,5,2
E4_X7_H3,2026-06-01,-0.00531556812652527,0.0006666666666666666,-0.005982234793191937,0.002696956585801269,2,2
E4_X7_H3,2026-06-02,0.0033840576854731186,0.001,0.0023840576854731186,0.0013580088845568383,3,3
E4_X7_H3,2026-06-03,-0.014727624513857182,0.002,-0.016727624513857182,-0.006952175155563456,6,3
E4_X7_H3,2026-06-04,0.015802577675600792,0.002,0.013802577675600792,0.00379212843223109,6,3
E4_X7_H3,2026-06-05,-0.01970819914494826,0.002,-0.02170819914494826,-0.025757876381252487,6,3
E4_X7_H4,2026-03-12,0.0,0.0,0.0,,0,0
E4_X7_H4,2026-03-13,0.0,0.001,-0.001,-0.005615263884687471,3,3
E4_X7_H4,2026-03-16,0.013428061006042184,0.0013333333333333333,0.01209472767270885,0.010055917714691942,4,3
E4_X7_H4,2026-03-17,0.010472456002575119,0.002,0.008472456002575119,0.002645835981161415,6,3
E4_X7_H4,2026-03-18,-0.02267317291982963,0.002,-0.02467317291982963,-0.013656722393905363,6,3
E4_X7_H4,2026-03-19,0.00209428350950231,0.002,9.428350950230983e-05,-0.0027964336360658537,6,3
E4_X7_H4,2026-03-20,-0.022692587097056117,0.002,-0.024692587097056115,-0.016991998780259032,6,3
E4_X7_H4,2026-03-23,0.0182447518132366,0.0013333333333333333,0.016911418479903267,0.010578071653885024,4,3
E4_X7_H4,2026-03-24,0.009395529695773973,0.002,0.007395529695773973,-0.0033110806511186253,6,3
E4_X7_H4,2026-03-25,0.008878320276847467,0.002,0.006878320276847467,0.00541943962215008,6,3
E4_X7_H4,2026-03-26,-0.01074236403938983,0.002,-0.01274236403938983,-0.01771631077539948,6,3
E4_X7_H4,2026-03-27,-0.015223573094565847,0.0013333333333333333,-0.01655690642789918,-0.017090184873313485,4,3
E4_X7_H4,2026-03-30,-0.004242823292524914,0.002,-0.006242823292524914,-0.0032803700381383027,6,3
E4_X7_H4,2026-03-31,0.05332619875218441,0.0013333333333333333,0.05199286541885108,0.028860744041732556,4,3
E4_X7_H4,2026-04-01,0.0271715185913213,0.0006666666666666666,0.026504851924654634,0.0075971987506116,2,3
E4_X7_H4,2026-04-02,0.012646514288029377,0.002,0.010646514288029377,0.0010684273250964882,6,3
E4_X7_H4,2026-04-06,0.010959173055723796,0.002,0.008959173055723796,0.004558745825631982,6,3
E4_X7_H4,2026-04-07,0.0005818819366335217,0.002,-0.0014181180633664782,0.000591944771089592,6,3
E4_X7_H4,2026-04-08,0.027745994626033433,0.002,0.025745994626033435,0.025210076253671332,6,3
E4_X7_H4,2026-04-09,0.01162324492220518,0.002,0.00962324492220518,0.005903400315958152,6,3
E4_X7_H4,2026-04-10,-0.0018155000862081093,0.002,-0.0038155000862081095,-0.0007795141211186518,6,3
E4_X7_H4,2026-04-13,0.02025955871066706,0.002,0.018259558710667062,0.009818327562752804,6,3
E4_X7_H4,2026-04-14,0.01144841716524875,0.002,0.00944841716524875,0.01222286795565819,6,3
E4_X7_H4,2026-04-15,0.017224287231839237,0.002,0.015224287231839237,0.007841368631783086,6,3
E4_X7_H4,2026-04-16,0.010192174854493205,0.002,0.008192174854493205,0.002443359727769767,6,3
E4_X7_H4,2026-04-17,0.017634612463673975,0.002,0.015634612463673973,0.012116029004205942,6,3
E4_X7_H4,2026-04-20,0.0028254920775226135,0.002,0.0008254920775226135,-0.001915337476153911,6,3
E4_X7_H4,2026-04-21,-0.007693971713627391,0.002,-0.00969397171362739,-0.0064202793566923155,6,3
E4_X7_H4,2026-04-22,0.017772510256117553,0.0013333333333333333,0.01643917692278422,0.01004062711554421,4,3
E4_X7_H4,2026-04-23,-0.01828769639574385,0.002,-0.02028769639574385,-0.0038947982250965296,6,3
E4_X7_H4,2026-04-24,0.01238856886881967,0.002,0.01038856886881967,0.007819967828259333,6,3
E4_X7_H4,2026-04-27,-0.006437663045138716,0.002,-0.008437663045138717,0.0016526971456629624,6,3
E4_X7_H4,2026-04-28,-0.009829095073732705,0.002,-0.011829095073732705,-0.00486601683459531,6,3
E4_X7_H4,2026-04-29,-0.011481345504047781,0.002,-0.013481345504047781,-0.00014047828654228933,6,3
E4_X7_H4,2026-04-30,0.029249568717899785,0.002,0.027249568717899783,0.009570248454200181,6,3
E4_X7_H4,2026-05-01,0.006414998777352612,0.002,0.004414998777352612,0.0031737193101639694,6,3
E4_X7_H4,2026-05-04,0.0017382338814453428,0.0013333333333333333,0.0004049005481120095,-0.0036077201043374085,4,3
E4_X7_H4,2026-05-05,0.014561901392610712,0.0013333333333333333,0.013228568059277378,0.007896142231708758,4,1
E4_X7_H4,2026-05-06,0.019926981754668442,0.0013333333333333333,0.01859364842133511,0.01385860866086297,4,3
E4_X7_H4,2026-05-07,-0.004984573824941469,0.002,-0.006984573824941469,-0.0030118728127759287,6,3
E4_X7_H4,2026-05-08,0.006083502633619356,0.002,0.004083502633619356,0.008160686421079255,6,3
E4_X7_H4,2026-05-11,0.003498796640809871,0.0013333333333333333,0.0021654633074765376,0.0022642914102741774,4,3
E4_X7_H4,2026-05-12,0.00083910030209512,0.002,-0.0011608996979048801,-0.001352813830473698,6,3
E4_X7_H4,2026-05-13,-0.002193051065729508,0.002,-0.004193051065729508,0.005560797075141233,6,3
E4_X7_H4,2026-05-14,0.003283525968244013,0.002,0.001283525968244013,0.007779853929373859,6,3
E4_X7_H4,2026-05-15,-0.022070920130361854,0.002,-0.024070920130361856,-0.012030798570200396,6,3
E4_X7_H4,2026-05-18,-0.004072803855934564,0.0013333333333333333,-0.0054061371892678975,-0.0007036038307429715,4,3
E4_X7_H4,2026-05-19,-0.00796516048284012,0.0013333333333333333,-0.009298493816173453,-0.006458540331209295,4,3
E4_X7_H4,2026-05-20,0.02810152320008837,0.002,0.02610152320008837,0.010166426628926084,6,3
E4_X7_H4,2026-05-21,0.009320655321951322,0.002,0.007320655321951322,0.002023608768971341,6,3
E4_X7_H4,2026-05-22,0.00808028845820684,0.002,0.00608028845820684,0.003823664564750917,6,3
E4_X7_H4,2026-05-26,0.02981210295202222,0.002,0.027812102952022223,0.006545076612997969,6,3
E4_X7_H4,2026-05-27,0.0007366180799149953,0.002,-0.0012633819200850048,0.0,6,3
E4_X7_H4,2026-05-28,0.005748343159054675,0.0013333333333333333,0.004415009825721342,0.005556576689411674,4,3
E4_X7_H4,2026-05-29,-0.01200513727355936,0.0016666666666666668,-0.013671803940226027,0.0023322507837659767,5,2
E4_X7_H4,2026-06-01,-0.00531556812652527,0.0006666666666666666,-0.005982234793191937,0.002696956585801269,2,2
E4_X7_H4,2026-06-02,0.0033840576854731186,0.001,0.0023840576854731186,0.0013580088845568383,3,3
E4_X7_H4,2026-06-03,-0.014727624513857182,0.002,-0.016727624513857182,-0.006952175155563456,6,3
E4_X7_H4,2026-06-04,0.015802577675600792,0.002,0.013802577675600792,0.00379212843223109,6,3
E4_X7_H4,2026-06-05,-0.01970819914494826,0.002,-0.02170819914494826,-0.025757876381252487,6,3
E4_X7_H5,2026-03-12,0.0,0.0,0.0,,0,0
E4_X7_H5,2026-03-13,0.0,0.001,-0.001,-0.005615263884687471,3,3
E4_X7_H5,2026-03-16,0.013428061006042184,0.0013333333333333333,0.01209472767270885,0.010055917714691942,4,3
E4_X7_H5,2026-03-17,0.010472456002575119,0.002,0.008472456002575119,0.002645835981161415,6,3
E4_X7_H5,2026-03-18,-0.02267317291982963,0.002,-0.02467317291982963,-0.013656722393905363,6,3
E4_X7_H5,2026-03-19,0.00209428350950231,0.002,9.428350950230983e-05,-0.0027964336360658537,6,3
E4_X7_H5,2026-03-20,-0.022692587097056117,0.002,-0.024692587097056115,-0.016991998780259032,6,3
E4_X7_H5,2026-03-23,0.0182447518132366,0.0013333333333333333,0.016911418479903267,0.010578071653885024,4,3
E4_X7_H5,2026-03-24,0.009395529695773973,0.002,0.007395529695773973,-0.0033110806511186253,6,3
E4_X7_H5,2026-03-25,0.008878320276847467,0.002,0.006878320276847467,0.00541943962215008,6,3
E4_X7_H5,2026-03-26,-0.01074236403938983,0.002,-0.01274236403938983,-0.01771631077539948,6,3
E4_X7_H5,2026-03-27,-0.015223573094565847,0.0013333333333333333,-0.01655690642789918,-0.017090184873313485,4,3
E4_X7_H5,2026-03-30,-0.004242823292524914,0.002,-0.006242823292524914,-0.0032803700381383027,6,3
E4_X7_H5,2026-03-31,0.05332619875218441,0.0013333333333333333,0.05199286541885108,0.028860744041732556,4,3
E4_X7_H5,2026-04-01,0.0271715185913213,0.0006666666666666666,0.026504851924654634,0.0075971987506116,2,3
E4_X7_H5,2026-04-02,0.012646514288029377,0.002,0.010646514288029377,0.0010684273250964882,6,3
E4_X7_H5,2026-04-06,0.010959173055723796,0.002,0.008959173055723796,0.004558745825631982,6,3
E4_X7_H5,2026-04-07,0.0005818819366335217,0.002,-0.0014181180633664782,0.000591944771089592,6,3
E4_X7_H5,2026-04-08,0.027745994626033433,0.002,0.025745994626033435,0.025210076253671332,6,3
E4_X7_H5,2026-04-09,0.01162324492220518,0.002,0.00962324492220518,0.005903400315958152,6,3
E4_X7_H5,2026-04-10,-0.0018155000862081093,0.002,-0.0038155000862081095,-0.0007795141211186518,6,3
E4_X7_H5,2026-04-13,0.02025955871066706,0.002,0.018259558710667062,0.009818327562752804,6,3
E4_X7_H5,2026-04-14,0.01144841716524875,0.002,0.00944841716524875,0.01222286795565819,6,3
E4_X7_H5,2026-04-15,0.017224287231839237,0.002,0.015224287231839237,0.007841368631783086,6,3
E4_X7_H5,2026-04-16,0.010192174854493205,0.002,0.008192174854493205,0.002443359727769767,6,3
E4_X7_H5,2026-04-17,0.017634612463673975,0.002,0.015634612463673973,0.012116029004205942,6,3
E4_X7_H5,2026-04-20,0.0028254920775226135,0.002,0.0008254920775226135,-0.001915337476153911,6,3
E4_X7_H5,2026-04-21,-0.007693971713627391,0.002,-0.00969397171362739,-0.0064202793566923155,6,3
E4_X7_H5,2026-04-22,0.017772510256117553,0.0013333333333333333,0.01643917692278422,0.01004062711554421,4,3
E4_X7_H5,2026-04-23,-0.01828769639574385,0.002,-0.02028769639574385,-0.0038947982250965296,6,3
E4_X7_H5,2026-04-24,0.01238856886881967,0.002,0.01038856886881967,0.007819967828259333,6,3
E4_X7_H5,2026-04-27,-0.006437663045138716,0.002,-0.008437663045138717,0.0016526971456629624,6,3
E4_X7_H5,2026-04-28,-0.009829095073732705,0.002,-0.011829095073732705,-0.00486601683459531,6,3
E4_X7_H5,2026-04-29,-0.011481345504047781,0.002,-0.013481345504047781,-0.00014047828654228933,6,3
E4_X7_H5,2026-04-30,0.029249568717899785,0.002,0.027249568717899783,0.009570248454200181,6,3
E4_X7_H5,2026-05-01,0.006414998777352612,0.002,0.004414998777352612,0.0031737193101639694,6,3
E4_X7_H5,2026-05-04,0.0017382338814453428,0.0013333333333333333,0.0004049005481120095,-0.0036077201043374085,4,3
E4_X7_H5,2026-05-05,0.014561901392610712,0.0013333333333333333,0.013228568059277378,0.007896142231708758,4,1
E4_X7_H5,2026-05-06,0.019926981754668442,0.0013333333333333333,0.01859364842133511,0.01385860866086297,4,3
E4_X7_H5,2026-05-07,-0.004984573824941469,0.002,-0.006984573824941469,-0.0030118728127759287,6,3
E4_X7_H5,2026-05-08,0.006083502633619356,0.002,0.004083502633619356,0.008160686421079255,6,3
E4_X7_H5,2026-05-11,0.003498796640809871,0.0013333333333333333,0.0021654633074765376,0.0022642914102741774,4,3
E4_X7_H5,2026-05-12,0.00083910030209512,0.002,-0.0011608996979048801,-0.001352813830473698,6,3
E4_X7_H5,2026-05-13,-0.002193051065729508,0.002,-0.004193051065729508,0.005560797075141233,6,3
E4_X7_H5,2026-05-14,0.003283525968244013,0.002,0.001283525968244013,0.007779853929373859,6,3
E4_X7_H5,2026-05-15,-0.022070920130361854,0.002,-0.024070920130361856,-0.012030798570200396,6,3
E4_X7_H5,2026-05-18,-0.004072803855934564,0.0013333333333333333,-0.0054061371892678975,-0.0007036038307429715,4,3
E4_X7_H5,2026-05-19,-0.00796516048284012,0.0013333333333333333,-0.009298493816173453,-0.006458540331209295,4,3
E4_X7_H5,2026-05-20,0.02810152320008837,0.002,0.02610152320008837,0.010166426628926084,6,3
E4_X7_H5,2026-05-21,0.009320655321951322,0.002,0.007320655321951322,0.002023608768971341,6,3
E4_X7_H5,2026-05-22,0.00808028845820684,0.002,0.00608028845820684,0.003823664564750917,6,3
E4_X7_H5,2026-05-26,0.02981210295202222,0.002,0.027812102952022223,0.006545076612997969,6,3
E4_X7_H5,2026-05-27,0.0007366180799149953,0.002,-0.0012633819200850048,0.0,6,3
E4_X7_H5,2026-05-28,0.005748343159054675,0.0013333333333333333,0.004415009825721342,0.005556576689411674,4,3
E4_X7_H5,2026-05-29,-0.01200513727355936,0.0016666666666666668,-0.013671803940226027,0.0023322507837659767,5,2
E4_X7_H5,2026-06-01,-0.00531556812652527,0.0006666666666666666,-0.005982234793191937,0.002696956585801269,2,2
E4_X7_H5,2026-06-02,0.0033840576854731186,0.001,0.0023840576854731186,0.0013580088845568383,3,3
E4_X7_H5,2026-06-03,-0.014727624513857182,0.002,-0.016727624513857182,-0.006952175155563456,6,3
E4_X7_H5,2026-06-04,0.015802577675600792,0.002,0.013802577675600792,0.00379212843223109,6,3
E4_X7_H5,2026-06-05,-0.01970819914494826,0.002,-0.02170819914494826,-0.025757876381252487,6,3
E4_X7_H6,2026-03-12,0.0,0.0,0.0,,0,0
E4_X7_H6,2026-03-13,0.0,0.001,-0.001,-0.005615263884687471,3,3
E4_X7_H6,2026-03-16,0.013428061006042184,0.0013333333333333333,0.01209472767270885,0.010055917714691942,4,3
E4_X7_H6,2026-03-17,0.010472456002575119,0.0013333333333333333,0.009139122669241785,0.002645835981161415,4,3
E4_X7_H6,2026-03-18,-0.020056207896431043,0.002,-0.022056207896431042,-0.013656722393905363,6,3
E4_X7_H6,2026-03-19,0.00209428350950231,0.002,9.428350950230983e-05,-0.0027964336360658537,6,3
E4_X7_H6,2026-03-20,-0.022692587097056117,0.0013333333333333333,-0.02402592043038945,-0.016991998780259032,4,3
E4_X7_H6,2026-03-23,0.023174674872369364,0.0013333333333333333,0.02184134153903603,0.010578071653885024,4,3
