exit_standard,total_return,annualized_return,sharpe,max_drawdown,win_rate,avg_holding_days,open_trade_ratio,return_from_long_holds,long_hold_contribution
Breadth Breakdown,0.10723009210287267,0.5707363792172027,2.5484149063594765,-0.05469416907002394,0.4966842443934709,0.8850899003193837,0.012062265101913027,0.0,0.0
Composite Structural Exit,0.10609968427626705,0.5632580415499298,2.5099278999173724,-0.05642219249657532,0.49868913127063297,0.8780352535880055,0.011949553686236866,0.0,0.0
Relative Strength Exit,0.10363527453597918,0.5488014919040123,2.4670126534352197,-0.05710266664886917,0.495253397957582,0.8724427318398454,0.011926310495487515,0.0,0.0
Rotation-out Exit,0.1012295377061797,0.5307151966851958,2.3831461381362824,-0.0568466243688749,0.49644685366249,0.895961243422655,0.012197460038051888,0.0,0.0
No Signal Exit,0.0997059069816703,0.5208051257301197,2.371635013862121,-0.05571592810628413,0.49893014713082334,0.9116572403788604,0.012361462864985217,0.0,0.0
Coherence Breakdown,0.09582814465041256,0.49657125861066853,2.303054439344997,-0.056669493048328495,0.49881310357332587,0.898327611402371,0.012141489448988766,0.0,0.0
Lifecycle Exit,0.0920698024264301,0.47365595898904467,2.2121420854513167,-0.05704982042165582,0.49903228313337716,0.884110571345495,0.012021615024191582,0.0,0.0
