graph_layer,baseline_community_count,current_community_count,baseline_avg_member_count,current_avg_member_count,baseline_member_count_p50,current_member_count_p50,baseline_member_count_p95,current_member_count_p95,baseline_member_count_max,current_member_count_max
dtw_return_similarity_graph,5025,9579,40.55343283582089,2.7081114938928907,43.0,2.0,57.0,7.0,82,30
dtw_trade_flow_similarity_graph,14056,4011,19.756260671599318,3.5709299426576915,8.0,2.0,60.0,11.0,95,40
flow_alignment_graph,11823,60933,456.3071132538273,88.22629773685851,2.0,98.0,3587.0,152.0,3774,447
large_trade_alignment_graph,118,104,2.6864406779661016,2.6346153846153846,2.0,2.0,6.0,5.0,7,7
return_corr_graph,53947,55056,75.29642056092091,80.50979003196746,2.0,89.0,8.0,148.0,3470,261
volume_expansion_graph,64632,62996,4.772527540537196,4.748920566385167,2.0,3.0,7.0,18.0,563,64
