variant_id,min_train_count,leadlag_threshold,split_count,positive_test_splits,mean_test_avg_net_return,median_test_avg_net_return,weighted_test_avg_net_return,strategy_trade_rows
min_train_200_leadlag_0.45,200,0.45,5,4,0.0027301933986459085,0.0032532256598585643,0.001862003009399467,270
min_train_200_leadlag_0.50,200,0.5,5,4,0.002049140112792767,0.0032532256598585643,0.0016476484716618914,309
min_train_200_leadlag_0.55,200,0.55,5,4,0.002049140112792767,0.0032532256598585643,0.0016476484716618914,309
min_train_220_leadlag_0.45,220,0.45,5,4,0.002049140112792767,0.0032532256598585643,0.0016476484716618914,309
min_train_220_leadlag_0.50,220,0.5,5,4,0.002049140112792767,0.0032532256598585643,0.0016476484716618914,309
min_train_220_leadlag_0.55,220,0.55,5,4,0.002049140112792767,0.0032532256598585643,0.0016476484716618914,309
min_train_180_leadlag_0.45,180,0.45,5,3,0.0021530657108943486,0.0023353462069338384,0.0011807489390900001,339
min_train_180_leadlag_0.50,180,0.5,5,3,0.0013912556790857467,0.0019315624771565384,0.001061763179030108,390
min_train_180_leadlag_0.55,180,0.55,5,3,0.0013912556790857467,0.0019315624771565384,0.001061763179030108,390
