horizon_minutes,trade_days,signal_count,avg_gross_return,avg_net_return,median_net_return,hit_rate,confirmed_signal_count,confirmed_avg_net_return
1,4,344,0.0006970337487927293,0.00019686966328083828,-0.0004999550067490642,0.28488372093023256,250,3.49560242460524e-05
3,4,344,0.0008974071908335105,0.0003971830023044605,-0.0004999550067490642,0.34593023255813954,250,8.215237223877692e-05
5,4,343,0.0005340195600384673,3.390437144866465e-05,-0.0004999550067490642,0.34110787172011664,249,-0.0002612211960818227
10,4,339,0.00037903321804219354,-0.00012103548161835404,-0.0004999550067490642,0.35988200589970504,245,-0.0005634607639474898
15,4,338,0.0010289153176306289,0.0005286516825805203,-0.0004999550067489531,0.4230769230769231,244,0.0006586607539613361
