exit_standard,avg_saved_drawdown,avg_return_after_exit_1d,avg_return_after_exit_3d,false_exit_rate,avg_exit_delay_from_peak,avg_return
Breadth Breakdown,0.0066798238763321315,,,0.03634045266177877,2.3952821166719795,0.00857087343273582
Coherence Breakdown,0.006652518853330573,,,0.034753702024780904,2.2378362042913267,0.0067347339967095765
Composite Structural Exit,0.0059235179487013255,,,0.03365810451727192,2.1818718630056098,0.0072564056601798245
Lifecycle Exit,0.006615606497549406,,,0.03529411764705882,2.3275541795665635,0.008173984348173262
No Signal Exit,0.007722743558505732,,,0.040683760683760686,2.6003418803418805,0.009290000615838257
Relative Strength Exit,0.005497336855396556,,,0.0328719723183391,2.1222606689734715,0.008323441584864423
Rotation-out Exit,0.007147336453598766,,,0.038461538461538464,2.4266321913380735,0.00869367988804997
