entry_standard,total_return,annualized_return,sharpe,max_drawdown,win_rate,avg_holding_days,open_trade_ratio,return_from_long_holds,long_hold_contribution
Cross-resolution Confirmation,0.23615412054942309,1.455818934645055,3.910838566271128,-0.058041637789280794,0.6145709778879718,2.9230159662862376,0.05058937192335907,0.03325774443040222,0.04237182573757168
Expansion Entry,0.18781585885805677,1.0787618236834804,3.4598573522521097,-0.06451325755383086,0.6231604032837359,2.826640883896103,0.046598147819435116,0.0032612900065332163,0.008140454680785636
15m Confirmation,0.15781111245483592,0.8732486713819266,2.8057353065463495,-0.06818974511870739,0.5783365859553531,2.822891398573059,0.04867054135470791,0.03462245555091186,0.053738502638444374
Emergence Entry,0.045002399126812635,0.20582456196751595,2.5741504127910266,-0.019333236089779892,0.85,2.767857142857143,0.0,0.0,0.0
Rotation-in Entry,0.14763182316329698,0.8053843762635735,2.5591978750054265,-0.07504643997715514,0.6008232413265993,2.888365247491358,0.04752043856207486,0.03425886597694822,0.06051097570005379
Birth Entry,0.06601660385622493,0.3237602990130663,1.2894992263084075,-0.07764453705011287,0.5880434767544326,2.6816177334005413,0.030860224043220398,0.0,0.0
