trade_date,graph_layer,community_count,min_member_count,avg_member_count,max_member_count,shard_file
2025-01-16,dtw_return_similarity_graph,9,2,2.0,2,community_member_symbols/2025-01-16__dtw_return_similarity_graph.csv
2025-01-16,dtw_trade_flow_similarity_graph,19,2,5.2631578947368425,10,community_member_symbols/2025-01-16__dtw_trade_flow_similarity_graph.csv
2025-01-16,flow_alignment_graph,2187,2,6.634983922829582,38,community_member_symbols/2025-01-16__flow_alignment_graph.csv
2025-01-16,return_corr_graph,1242,2,14.53214971209213,32,community_member_symbols/2025-01-16__return_corr_graph.csv
2025-01-16,volume_expansion_graph,56,2,5.336734693877551,13,community_member_symbols/2025-01-16__volume_expansion_graph.csv
2025-01-17,dtw_return_similarity_graph,4,2,2.0,2,community_member_symbols/2025-01-17__dtw_return_similarity_graph.csv
2025-01-17,dtw_trade_flow_similarity_graph,31,2,5.325581395348837,9,community_member_symbols/2025-01-17__dtw_trade_flow_similarity_graph.csv
2025-01-17,flow_alignment_graph,2122,2,7.01000500250125,35,community_member_symbols/2025-01-17__flow_alignment_graph.csv
2025-01-17,return_corr_graph,1301,2,14.527982853060253,35,community_member_symbols/2025-01-17__return_corr_graph.csv
2025-01-17,volume_expansion_graph,26,2,4.037974683544304,7,community_member_symbols/2025-01-17__volume_expansion_graph.csv
2025-01-21,dtw_return_similarity_graph,3,2,2.0,2,community_member_symbols/2025-01-21__dtw_return_similarity_graph.csv
2025-01-21,dtw_trade_flow_similarity_graph,11,2,4.315789473684211,7,community_member_symbols/2025-01-21__dtw_trade_flow_similarity_graph.csv
2025-01-21,flow_alignment_graph,2115,2,7.338783518639634,43,community_member_symbols/2025-01-21__flow_alignment_graph.csv
2025-01-21,return_corr_graph,1263,2,15.003263910475598,33,community_member_symbols/2025-01-21__return_corr_graph.csv
2025-01-21,volume_expansion_graph,67,2,4.520661157024794,9,community_member_symbols/2025-01-21__volume_expansion_graph.csv
2025-01-22,dtw_return_similarity_graph,12,2,2.12,3,community_member_symbols/2025-01-22__dtw_return_similarity_graph.csv
2025-01-22,dtw_trade_flow_similarity_graph,16,2,4.741935483870968,7,community_member_symbols/2025-01-22__dtw_trade_flow_similarity_graph.csv
2025-01-22,flow_alignment_graph,2119,2,6.599306851506265,31,community_member_symbols/2025-01-22__flow_alignment_graph.csv
2025-01-22,return_corr_graph,1275,2,14.781746656176239,31,community_member_symbols/2025-01-22__return_corr_graph.csv
2025-01-22,volume_expansion_graph,51,2,4.072289156626506,8,community_member_symbols/2025-01-22__volume_expansion_graph.csv
2025-01-23,dtw_return_similarity_graph,2,2,2.0,2,community_member_symbols/2025-01-23__dtw_return_similarity_graph.csv
2025-01-23,dtw_trade_flow_similarity_graph,17,2,4.428571428571429,7,community_member_symbols/2025-01-23__dtw_trade_flow_similarity_graph.csv
2025-01-23,flow_alignment_graph,2143,2,5.8280750521195275,31,community_member_symbols/2025-01-23__flow_alignment_graph.csv
2025-01-23,return_corr_graph,1261,2,14.582597317631665,30,community_member_symbols/2025-01-23__return_corr_graph.csv
2025-01-23,volume_expansion_graph,40,2,4.679389312977099,11,community_member_symbols/2025-01-23__volume_expansion_graph.csv
2025-01-24,dtw_return_similarity_graph,12,2,2.12,3,community_member_symbols/2025-01-24__dtw_return_similarity_graph.csv
2025-01-24,dtw_trade_flow_similarity_graph,15,2,5.75,9,community_member_symbols/2025-01-24__dtw_trade_flow_similarity_graph.csv
2025-01-24,flow_alignment_graph,2115,2,6.226273529024615,38,community_member_symbols/2025-01-24__flow_alignment_graph.csv
2025-01-24,return_corr_graph,1200,2,14.949995967416728,32,community_member_symbols/2025-01-24__return_corr_graph.csv
2025-01-24,volume_expansion_graph,72,2,3.522613065326633,7,community_member_symbols/2025-01-24__volume_expansion_graph.csv
2025-01-27,dtw_return_similarity_graph,4,2,3.3333333333333335,4,community_member_symbols/2025-01-27__dtw_return_similarity_graph.csv
2025-01-27,dtw_trade_flow_similarity_graph,8,2,6.128205128205129,9,community_member_symbols/2025-01-27__dtw_trade_flow_similarity_graph.csv
2025-01-27,flow_alignment_graph,2071,2,7.05077915099409,37,community_member_symbols/2025-01-27__flow_alignment_graph.csv
2025-01-27,return_corr_graph,1203,2,15.102752293577982,31,community_member_symbols/2025-01-27__return_corr_graph.csv
2025-01-27,volume_expansion_graph,60,2,5.5181818181818185,13,community_member_symbols/2025-01-27__volume_expansion_graph.csv
2025-01-28,dtw_return_similarity_graph,9,2,2.1578947368421053,3,community_member_symbols/2025-01-28__dtw_return_similarity_graph.csv
2025-01-28,dtw_trade_flow_similarity_graph,12,2,5.56,9,community_member_symbols/2025-01-28__dtw_trade_flow_similarity_graph.csv
2025-01-28,flow_alignment_graph,2045,2,6.524370208105148,43,community_member_symbols/2025-01-28__flow_alignment_graph.csv
2025-01-28,return_corr_graph,1332,2,13.654710785551908,31,community_member_symbols/2025-01-28__return_corr_graph.csv
2025-01-28,volume_expansion_graph,53,2,4.558282208588957,11,community_member_symbols/2025-01-28__volume_expansion_graph.csv
2025-01-29,dtw_return_similarity_graph,5,2,2.0,2,community_member_symbols/2025-01-29__dtw_return_similarity_graph.csv
2025-01-29,dtw_trade_flow_similarity_graph,19,2,5.582278481012659,9,community_member_symbols/2025-01-29__dtw_trade_flow_similarity_graph.csv
2025-01-29,flow_alignment_graph,2019,2,6.61599158337717,32,community_member_symbols/2025-01-29__flow_alignment_graph.csv
2025-01-29,return_corr_graph,1221,2,14.639905548996458,31,community_member_symbols/2025-01-29__return_corr_graph.csv
2025-01-29,volume_expansion_graph,55,2,3.489795918367347,8,community_member_symbols/2025-01-29__volume_expansion_graph.csv
2025-01-30,dtw_return_similarity_graph,4,2,2.0,2,community_member_symbols/2025-01-30__dtw_return_similarity_graph.csv
2025-01-30,dtw_trade_flow_similarity_graph,14,2,5.4375,8,community_member_symbols/2025-01-30__dtw_trade_flow_similarity_graph.csv
2025-01-30,flow_alignment_graph,2131,2,5.812019566736548,32,community_member_symbols/2025-01-30__flow_alignment_graph.csv
2025-01-30,return_corr_graph,1218,2,13.954487452148022,32,community_member_symbols/2025-01-30__return_corr_graph.csv
2025-01-30,volume_expansion_graph,71,2,3.6995073891625614,9,community_member_symbols/2025-01-30__volume_expansion_graph.csv
2025-01-31,dtw_return_similarity_graph,4,2,2.0,2,community_member_symbols/2025-01-31__dtw_return_similarity_graph.csv
2025-01-31,dtw_trade_flow_similarity_graph,11,2,6.056603773584905,10,community_member_symbols/2025-01-31__dtw_trade_flow_similarity_graph.csv
2025-01-31,flow_alignment_graph,1971,2,6.723942903312685,32,community_member_symbols/2025-01-31__flow_alignment_graph.csv
2025-01-31,return_corr_graph,1233,2,14.948280068309344,35,community_member_symbols/2025-01-31__return_corr_graph.csv
2025-01-31,volume_expansion_graph,51,2,4.245508982035928,7,community_member_symbols/2025-01-31__volume_expansion_graph.csv
