graph_layer,layer_role,factor_name,label_horizon,label_variant,first_sample_size,first_rank_ic,first_top_bottom_spread,first_top_decile_hit_rate,first_score,first_confidence_bucket,first_research_action,second_sample_size,second_rank_ic,second_top_bottom_spread,second_top_decile_hit_rate,second_score,second_confidence_bucket,second_research_action,first_window_id,second_window_id,first_score_sign,second_score_sign,score_direction_consistent,rank_ic_direction_consistent,sample_qualified_both,research_action_consistent,score_delta,sample_size_delta,stability_bucket,research_decision
dtw_trade_flow_similarity_graph,pair_flow_leadlag_candidate,community_quality_score,15m,equal_weight,1997,-0.0545750314402958,-0.0022601223677592,0.4120603015075377,-0.1801301023049931,watch,watch,1639,-0.0576220310186103,-0.0008884009704421,0.4478527607361963,-0.1852458319321929,watch,watch,2025-01-06_2025-01-17,2025-01-21_2025-01-31,-1,-1,True,True,False,True,-0.005115729627199805,-358,insufficient_sample,needs_more_sample
dtw_trade_flow_similarity_graph,pair_flow_leadlag_candidate,community_quality_score,1m,equal_weight,1999,-0.0309555957470811,-0.0011361763015165,0.4522613065326633,-0.102185350094763,watch,watch,1640,-0.0264583122590383,-0.0002885242187537,0.524390243902439,-0.0850663467842162,watch,watch,2025-01-06_2025-01-17,2025-01-21_2025-01-31,-1,-1,True,True,False,True,0.01711900331054679,-359,insufficient_sample,needs_more_sample
dtw_trade_flow_similarity_graph,pair_flow_leadlag_candidate,community_quality_score,30m,equal_weight,1997,-0.0488461793131862,-0.0026812885069567,0.4371859296482412,-0.1612214788463817,watch,watch,1638,-0.0634838548321639,-0.0018411100167617,0.4723926380368098,-0.2040738636349988,watch,watch,2025-01-06_2025-01-17,2025-01-21_2025-01-31,-1,-1,True,True,False,True,-0.04285238478861711,-359,insufficient_sample,needs_more_sample
dtw_trade_flow_similarity_graph,pair_flow_leadlag_candidate,community_quality_score,5m,equal_weight,1998,-0.043345777010181,-0.0012301443870815,0.4522613065326633,-0.1430762953261963,watch,watch,1640,-0.0489782646567772,-0.0001873398231959,0.4817073170731707,-0.1574704389830938,watch,watch,2025-01-06_2025-01-17,2025-01-21_2025-01-31,-1,-1,True,True,False,True,-0.014394143656897479,-358,insufficient_sample,needs_more_sample
dtw_trade_flow_similarity_graph,pair_flow_leadlag_candidate,community_quality_score,15m,member_weight,1997,-0.0545750314402958,-0.0022601223677592,0.4120603015075377,-0.1801301023049931,watch,watch,1639,-0.0576220310186103,-0.0008884009704421,0.4478527607361963,-0.1852458319321929,watch,watch,2025-01-06_2025-01-17,2025-01-21_2025-01-31,-1,-1,True,True,False,True,-0.005115729627199805,-358,insufficient_sample,needs_more_sample
dtw_trade_flow_similarity_graph,pair_flow_leadlag_candidate,community_quality_score,1m,member_weight,1999,-0.0309555957470811,-0.0011361763015165,0.4522613065326633,-0.102185350094763,watch,watch,1640,-0.0264583122590383,-0.0002885242187537,0.524390243902439,-0.0850663467842162,watch,watch,2025-01-06_2025-01-17,2025-01-21_2025-01-31,-1,-1,True,True,False,True,0.01711900331054679,-359,insufficient_sample,needs_more_sample
dtw_trade_flow_similarity_graph,pair_flow_leadlag_candidate,community_quality_score,30m,member_weight,1997,-0.0488461793131862,-0.0026812885069567,0.4371859296482412,-0.1612214788463817,watch,watch,1638,-0.0634838548321639,-0.0018411100167617,0.4723926380368098,-0.2040738636349988,watch,watch,2025-01-06_2025-01-17,2025-01-21_2025-01-31,-1,-1,True,True,False,True,-0.04285238478861711,-359,insufficient_sample,needs_more_sample
dtw_trade_flow_similarity_graph,pair_flow_leadlag_candidate,community_quality_score,5m,member_weight,1998,-0.043345777010181,-0.0012301443870815,0.4522613065326633,-0.1430762953261963,watch,watch,1640,-0.0489782646567772,-0.0001873398231959,0.4817073170731707,-0.1574704389830938,watch,watch,2025-01-06_2025-01-17,2025-01-21_2025-01-31,-1,-1,True,True,False,True,-0.014394143656897479,-358,insufficient_sample,needs_more_sample
dtw_trade_flow_similarity_graph,pair_flow_leadlag_candidate,community_quality_score,15m,top10_member,1997,-0.0522919740097456,-0.0022517176286621,0.4120603015075377,-0.1725946532602576,watch,watch,1639,-0.0540345792882767,-0.0007776776483617,0.4478527607361963,-0.1737127348067619,watch,watch,2025-01-06_2025-01-17,2025-01-21_2025-01-31,-1,-1,True,True,False,True,-0.0011180815465042793,-358,insufficient_sample,needs_more_sample
dtw_trade_flow_similarity_graph,pair_flow_leadlag_candidate,community_quality_score,1m,top10_member,1999,-0.0290912055891453,-0.0011320989780604,0.457286432160804,-0.0960309422597963,watch,watch,1640,-0.0240504485505463,-0.0002634622640506,0.524390243902439,-0.0773248035130373,watch,watch,2025-01-06_2025-01-17,2025-01-21_2025-01-31,-1,-1,True,True,False,True,0.018706138746759,-359,insufficient_sample,needs_more_sample
dtw_trade_flow_similarity_graph,pair_flow_leadlag_candidate,community_quality_score,30m,top10_member,1997,-0.0466248030472731,-0.002724593353167,0.4422110552763819,-0.1538896143750886,watch,watch,1638,-0.0581149700481277,-0.0016388411358081,0.4723926380368098,-0.1868151596040912,watch,watch,2025-01-06_2025-01-17,2025-01-21_2025-01-31,-1,-1,True,True,False,True,-0.032925545229002595,-359,insufficient_sample,needs_more_sample
dtw_trade_flow_similarity_graph,pair_flow_leadlag_candidate,community_quality_score,5m,top10_member,1998,-0.0414214666150764,-0.0012103275482497,0.4522613065326633,-0.1367245069541806,watch,watch,1640,-0.0461466765294298,-0.0001310756650277,0.4817073170731707,-0.1483665756968511,watch,watch,2025-01-06_2025-01-17,2025-01-21_2025-01-31,-1,-1,True,True,False,True,-0.011642068742670514,-358,insufficient_sample,needs_more_sample
dtw_trade_flow_similarity_graph,pair_flow_leadlag_candidate,community_quality_score,15m,top5_member,1997,-0.0531945168406948,-0.0022202924259536,0.4120603015075377,-0.1755735820521058,watch,watch,1639,-0.0516318911235977,-0.0007965989114925,0.4539877300613497,-0.1659884675417666,watch,watch,2025-01-06_2025-01-17,2025-01-21_2025-01-31,-1,-1,True,True,False,True,0.009585114510339193,-358,insufficient_sample,needs_more_sample
dtw_trade_flow_similarity_graph,pair_flow_leadlag_candidate,community_quality_score,1m,top5_member,1999,-0.0321930688412342,-0.0011688760587232,0.4522613065326633,-0.1062702858973895,watch,watch,1640,-0.0304543508851138,-0.0002637769177442,0.5365853658536586,-0.0979140448611312,watch,watch,2025-01-06_2025-01-17,2025-01-21_2025-01-31,-1,-1,True,True,False,True,0.008356241036258302,-359,insufficient_sample,needs_more_sample
dtw_trade_flow_similarity_graph,pair_flow_leadlag_candidate,community_quality_score,30m,top5_member,1997,-0.0455742064358842,-0.0025012103248091,0.4422110552763819,-0.1504220199441483,watch,watch,1638,-0.0612570901091751,-0.0016534024979278,0.4723926380368098,-0.1969157526219258,watch,watch,2025-01-06_2025-01-17,2025-01-21_2025-01-31,-1,-1,True,True,False,True,-0.04649373267777748,-359,insufficient_sample,needs_more_sample
dtw_trade_flow_similarity_graph,pair_flow_leadlag_candidate,community_quality_score,5m,top5_member,1998,-0.0356927943348986,-0.0011473632098196,0.4522613065326633,-0.1178152321984599,watch,watch,1640,-0.0490024431636451,-0.0001571717344121,0.4878048780487805,-0.1575481755080018,watch,watch,2025-01-06_2025-01-17,2025-01-21_2025-01-31,-1,-1,True,True,False,True,-0.0397329433095419,-358,insufficient_sample,needs_more_sample
