graph_layer,baseline_community_count,current_community_count,baseline_avg_member_count,current_avg_member_count,baseline_member_count_p50,current_member_count_p50,baseline_member_count_p95,current_member_count_p95,baseline_member_count_max,current_member_count_max
dtw_return_similarity_graph,6710,5025,63.29344262295082,40.55343283582089,50.0,43.0,141.0,57.0,260,82
dtw_trade_flow_similarity_graph,13164,14056,25.921604375569736,19.756260671599318,9.0,8.0,91.0,60.0,141,95
flow_alignment_graph,60530,11823,118.5469849661325,456.3071132538273,2.0,2.0,7.0,3587.0,4767,3774
large_trade_alignment_graph,364,118,3.769230769230769,2.6864406779661016,2.0,2.0,11.0,6.0,17,7
return_corr_graph,1022,53947,2.3864970645792565,75.29642056092091,2.0,2.0,3.0,8.0,7,3470
volume_expansion_graph,36444,64632,8.510838546811547,4.772527540537196,2.0,2.0,9.0,7.0,1728,563
