horizon_minutes,trade_days,signal_count,avg_gross_return,avg_net_return,median_net_return,hit_rate,confirmed_signal_count,confirmed_avg_net_return
1,21,1910,0.000907549024577717,0.0004073217939548604,-0.0004999550067490642,0.31099476439790574,0,0.0
3,21,1910,-0.0002086204139858157,-0.0007085128439971951,-0.0004999550067490642,0.35026178010471204,0,0.0
5,21,1905,7.82489829425082e-05,-0.0004217294949807635,-0.0004999550067490642,0.36167979002624673,0,0.0
10,21,1894,0.000384803296510451,-0.0001152671339140194,-0.0004999550067491752,0.366948257655755,0,0.0
15,21,1885,-0.0009974233394005993,-0.0014970791640251588,-0.0004999550067490642,0.39363395225464193,0,0.0
