lifecycle_id,cluster_name,dominant_sector,dominant_industry,first_date,last_date,active_days,peak_momentum_score,avg_momentum_score,return_2m,avg_relative_strength_10d,top_members
L019,CONSUMERSVCE/HOSPITALITY :: ABG-ALV-APLE,UNKNOWN,UNKNOWN,2026-04-16 00:00:00-04:00,2026-04-21 00:00:00-04:00,4,0.5849090387780641,0.3818826997020401,0.024785443890366503,0.029124186096743228,"ABG, PK, LI, LW, LWAY, MAC"
L051,FINANCIAL/BANKSINTL :: ACHV-AIT-AMN,FINANCIAL,BANKSINTL,2026-05-05 00:00:00-04:00,2026-05-05 00:00:00-04:00,1,0.5776771185285445,0.5776771185285445,0.017837388077895314,0.03996811532572764,"ACHV, MUFG, PKBK, PFE, OPRA, OMCL"
L084,CYCLICALS/BANKSINTL :: ABCL-ACM-AENT,UNKNOWN,UNKNOWN,2026-05-21 00:00:00-04:00,2026-05-28 00:00:00-04:00,5,0.5429388280966159,-0.06739778674563235,0.022790783571381604,-0.01600768005310827,"ABCL, PLSE, PLGO, PKX, PJT, PIPR"
L101,MATERIALS/ORE :: ABAT-ACHR-ACMR,UNKNOWN,UNKNOWN,2026-06-05 00:00:00-04:00,2026-06-05 00:00:00-04:00,1,0.5216396989593577,0.5216396989593577,-0.10259875633602174,0.012159308271229338,"ABAT, PRCH, OKLO, OPTX, OSS, OUST"
L068,NONCYCLICAL/INSURANCE :: ACGL-ACI-ADT,BIZSVCE,BIZSUPPORT,2026-05-11 00:00:00-04:00,2026-06-05 00:00:00-04:00,19,0.49772673475286106,-0.07903787956088631,-0.018424990841934673,-0.03296564901701881,"A, PEP, OSG, OSW, OTIS, PAHC"
L087,HEALTHCARE/HCARESUPPORT :: ACRE-ADAM-AGNC,UNKNOWN,UNKNOWN,2026-05-26 00:00:00-04:00,2026-05-26 00:00:00-04:00,1,0.4857802040686626,0.4857802040686626,-0.0035673806352429617,0.021122666885335033,"ACRE, MOH, PMT, PINE, PFGC, PBI"
L091,FINANCIAL/BANKSINTL :: ABEV-ADTN-AEC,HEALTHCARE,BIOPHARMANONSYS,2026-05-28 00:00:00-04:00,2026-05-29 00:00:00-04:00,2,0.437495346638488,0.3541369886359813,-0.025911141947338526,0.021216573650804815,"ABEV, ONC, MYFW, NMAX, NNI, NSC"
L010,FINANCIAL/INVESTSVCE :: A-AAL-AAMI,HEALTHCARE,HCAREMISC,2026-04-09 00:00:00-04:00,2026-06-05 00:00:00-04:00,41,0.41817048232635806,-0.045912018522250575,-0.028168339239598276,-0.017412083662851015,"A, OXM, OWL, OVLY, OUT, OTLY"
L048,UNKNOWN/UNKNOWN :: ABCB-ACNB-ACT,UNKNOWN,UNKNOWN,2026-05-01 00:00:00-04:00,2026-06-05 00:00:00-04:00,25,0.41343081400545634,-0.113742553638378,0.014619947452918825,-0.020369196125711402,"AAL, OM, NWBI, NXDT, OBK, OBT"
L075,HEALTHCARE/BIOPHARMASYS :: AA-ABEO-ABUS,NONCYCLICAL,TOBACCO,2026-05-14 00:00:00-04:00,2026-05-19 00:00:00-04:00,4,0.40208918523818116,0.25718511394623444,-0.07950908998222694,-0.013560832061532876,"AA, OWLS, PRAX, PM, PENG, PDFS"
L028,CONSUMERSVCE/MEDIAPUB :: ARE-BDN-BXP,TECH,SEMIEQUIPSVCE,2026-04-22 00:00:00-04:00,2026-04-22 00:00:00-04:00,1,0.40077364548772176,0.40077364548772176,-0.001756050823224391,0.05137450118627449,"ARE, JMIA, UMC, SLG, RXRX, PRGO"
L038,UNKNOWN/UNKNOWN :: ARE-BAX-BDN,UNKNOWN,UNKNOWN,2026-04-27 00:00:00-04:00,2026-04-27 00:00:00-04:00,1,0.39872021439491107,0.39872021439491107,0.005188444984951122,0.01626334909611913,"ARE, GME, SLG, RARE, PRGO, PPIH"
L083,CONSUMERSVCE/HOSPITALITY :: AAUC-ACHC-ANIK,UNKNOWN,UNKNOWN,2026-05-21 00:00:00-04:00,2026-06-04 00:00:00-04:00,10,0.38087880631329524,-0.19187088476012315,-0.025470811398178243,-0.05103725447113357,"AAUC, PSNL, PSKY, PSFE, PRDO, PPIH"
L039,FINANCIAL/INVESTSVCE :: ABNB-ACET-ADAG,CONSUMERSVCE,HOSPITALITY,2026-04-27 00:00:00-04:00,2026-04-27 00:00:00-04:00,1,0.37670226575811244,0.37670226575811244,-0.00040677557698476444,0.043670528908031185,"ABNB, PRCT, OPRX, ORCL, OWL, PAGS"
L095,INDUSTRIAL/MACHINE :: ACIC-ACRE-ADAM,HEALTHCARE,BIOPHARMAOTHER,2026-06-02 00:00:00-04:00,2026-06-05 00:00:00-04:00,4,0.3250858367972004,0.1193762454344281,-0.0028770568324506885,0.03492956336209582,"ACIC, REGN, NECB, NLY, NRG, NSC"
L089,NONCYCLICAL/BIOPHARMAOTHER :: ABBV-ACEL-ACI,HEALTHCARE,BIOPHARMAOTHER,2026-05-27 00:00:00-04:00,2026-05-28 00:00:00-04:00,2,0.31802565235530145,0.15179542614623126,0.017027431709576327,0.017528850379976167,"ABBV, ACEL, PEP, PENN, PCRX, PAYS"
L088,INDUSTRIAL/MACHINE :: AAMI-ABEV-ACA,UNKNOWN,UNKNOWN,2026-05-27 00:00:00-04:00,2026-05-27 00:00:00-04:00,1,0.302942289251613,0.302942289251613,0.006081387524910343,0.018683460059843796,"AAMI, MTRN, MTUS, MTW, NBTX, NDSN"
L037,INDUSTRIAL/CHEMSPECIAL :: ACHV-AEHR-ALB,UNKNOWN,UNKNOWN,2026-04-24 00:00:00-04:00,2026-04-24 00:00:00-04:00,1,0.28174661540477225,0.28174661540477225,0.0006734477165934409,0.031194659774010557,"ACHV, REXR, R, PVH, PTON, PSO"
