horizon_minutes,trade_days,signal_count,avg_gross_return,avg_net_return,median_net_return,hit_rate,confirmed_signal_count,confirmed_avg_net_return
1,4,344,0.0006970337487927293,0.00019686966328083828,-0.0004999550067490642,0.28488372093023256,0,0.0
3,4,344,0.0008974071908335105,0.0003971830023044605,-0.0004999550067490642,0.34593023255813954,0,0.0
5,4,343,0.0005340195600384673,3.390437144866465e-05,-0.0004999550067490642,0.34110787172011664,0,0.0
10,4,339,0.00037903321804219354,-0.00012103548161835404,-0.0004999550067490642,0.35988200589970504,0,0.0
15,4,338,0.0010289153176306289,0.0005286516825805203,-0.0004999550067489531,0.4230769230769231,0,0.0
