trade_date,graph_layer,community_count,min_member_count,avg_member_count,max_member_count,shard_file
2025-01-24,dtw_return_similarity_graph,254,2,45.0420787279426,62,community_member_symbols/2025-01-24__dtw_return_similarity_graph.csv
2025-01-24,dtw_trade_flow_similarity_graph,702,2,42.318054779206264,80,community_member_symbols/2025-01-24__dtw_trade_flow_similarity_graph.csv
2025-01-24,flow_alignment_graph,498,2,3532.985589128744,3693,community_member_symbols/2025-01-24__flow_alignment_graph.csv
2025-01-24,large_trade_alignment_graph,3,2,2.0,2,community_member_symbols/2025-01-24__large_trade_alignment_graph.csv
2025-01-24,return_corr_graph,2085,2,2590.810108620954,3312,community_member_symbols/2025-01-24__return_corr_graph.csv
2025-01-24,volume_expansion_graph,3490,2,130.16516800757216,513,community_member_symbols/2025-01-24__volume_expansion_graph.csv
2025-01-27,dtw_return_similarity_graph,244,2,44.68998600839496,77,community_member_symbols/2025-01-27__dtw_return_similarity_graph.csv
2025-01-27,dtw_trade_flow_similarity_graph,700,2,40.358523855031976,92,community_member_symbols/2025-01-27__dtw_trade_flow_similarity_graph.csv
2025-01-27,flow_alignment_graph,779,2,3488.8621711881365,3651,community_member_symbols/2025-01-27__flow_alignment_graph.csv
2025-01-27,large_trade_alignment_graph,5,2,2.0,2,community_member_symbols/2025-01-27__large_trade_alignment_graph.csv
2025-01-27,return_corr_graph,3295,2,2538.65000266818,3424,community_member_symbols/2025-01-27__return_corr_graph.csv
2025-01-27,volume_expansion_graph,2872,2,163.51374461168822,529,community_member_symbols/2025-01-27__volume_expansion_graph.csv
2025-01-28,dtw_return_similarity_graph,256,2,46.04529411764706,63,community_member_symbols/2025-01-28__dtw_return_similarity_graph.csv
2025-01-28,dtw_trade_flow_similarity_graph,710,2,42.35139618468344,78,community_member_symbols/2025-01-28__dtw_trade_flow_similarity_graph.csv
2025-01-28,flow_alignment_graph,445,2,3480.302426494984,3654,community_member_symbols/2025-01-28__flow_alignment_graph.csv
